departure_from,departure_weekday,departure_time,arrival_to,arrival_weekday,arrival_time,duration,class,price,carrier_id
itC,4,17:00,wFK,4,19:45,165,PREMIUM,150,ctm
itC,4,17:45,wFK,4,22:00,255,CONFORT_PLUS,115,ctm
itC,4,18:30,wFK,4,21:15,165,CONFORT_PLUS,115,ctm
itC,4,20:00,wFK,4,23:30,210,CONFORT,110,ctm
itC,4,21:00,KAw,5,01:25,265,CONFORT,130,ctm
itC,4,21:00,wFK,5,00:10,190,CONFORT,110,ctm
itC,4,23:20,wFK,5,02:30,190,CONFORT,110,ctm
itC,4,23:29,KAw,5,03:30,241,CONFORT,130,ctm
itC,4,23:29,wFK,5,02:40,191,CONFORT,110,ctm
itC,5,07:00,wFK,5,10:15,195,CONFORT,110,ctm
itC,5,08:00,KAw,5,12:00,240,CONFORT,130,ctm
itC,5,08:00,wFK,5,11:00,180,CONFORT,110,ctm
itC,5,09:00,wFK,5,12:00,180,CONFORT,110,ctm
itC,5,11:00,wFK,5,14:00,180,PREMIUM,150,ctm
itC,5,12:00,KAw,5,16:50,290,CONFORT,130,ctm
itC,5,12:00,wFK,5,15:45,225,CONFORT,110,ctm
itC,5,12:45,wFK,5,16:00,195,CONFORT,110,ctm
itC,5,13:45,wFK,5,17:00,195,CONFORT,110,ctm
itC,5,16:15,wFK,5,19:15,180,CONFORT,110,ctm
itC,5,17:00,wFK,5,19:45,165,PREMIUM,150,ctm
itC,5,17:45,wFK,5,22:00,255,CONFORT_PLUS,115,ctm
itC,5,18:30,wFK,5,21:15,165,CONFORT_PLUS,115,ctm
itC,5,20:00,wFK,5,23:30,210,CONFORT,110,ctm
itC,5,21:00,KAw,6,01:25,265,CONFORT,130,ctm
itC,5,21:00,wFK,6,00:10,190,CONFORT,110,ctm
itC,5,23:20,wFK,6,02:30,190,CONFORT,110,ctm
itC,5,23:29,KAw,6,03:30,241,CONFORT,130,ctm
itC,5,23:29,wFK,6,02:40,191,CONFORT,110,ctm
itC,6,07:00,wFK,6,10:15,195,CONFORT,110,ctm
itC,6,08:00,KAw,6,12:00,240,CONFORT,130,ctm
itC,6,08:00,wFK,6,11:00,180,CONFORT,110,ctm
itC,6,09:00,wFK,6,12:00,180,CONFORT,110,ctm
itC,6,11:00,wFK,6,14:00,180,PREMIUM,150,ctm
itC,6,12:00,KAw,6,16:50,290,CONFORT,130,ctm
itC,6,12:00,wFK,6,15:45,225,CONFORT,110,ctm
itC,6,12:45,wFK,6,16:00,195,CONFORT,110,ctm
itC,6,13:45,wFK,6,17:00,195,CONFORT,110,ctm
itC,6,16:15,wFK,6,19:15,180,CONFORT,110,ctm
itC,6,17:00,wFK,6,19:45,165,PREMIUM,150,ctm
itC,6,17:45,wFK,6,22:00,255,CONFORT_PLUS,115,ctm
itC,6,18:30,wFK,6,21:15,165,CONFORT_PLUS,115,ctm
itC,6,20:00,wFK,6,23:30,210,CONFORT,110,ctm
itC,6,21:00,KAw,0,01:25,265,CONFORT,130,ctm
itC,6,21:00,wFK,0,00:10,190,CONFORT,110,ctm
itC,6,23:20,wFK,0,02:30,190,CONFORT,110,ctm
itC,6,23:29,KAw,0,03:30,241,CONFORT,130,ctm
itC,6,23:29,wFK,0,02:40,191,CONFORT,110,ctm
tBK,0,06:30,wFK,0,10:15,225,CONFORT,110,ctm
tBK,0,07:30,KAw,0,12:00,270,CONFORT,130,ctm
tBK,0,07:30,wFK,0,11:00,210,CONFORT,110,ctm
tBK,0,10:30,wFK,0,14:00,210,PREMIUM,150,ctm
tBK,0,11:30,KAw,0,16:50,320,CONFORT,130,ctm
tBK,0,11:30,wFK,0,15:45,255,CONFORT,110,ctm
tBK,0,12:15,wFK,0,16:00,225,CONFORT,110,ctm
tBK,0,13:15,wFK,0,17:00,225,CONFORT,110,ctm
tBK,0,15:15,wFK,0,18:50,215,CONFORT_PLUS,115,ctm
tBK,0,15:45,wFK,0,19:15,210,CONFORT,110,ctm
tBK,0,16:30,wFK,0,19:45,195,PREMIUM,150,ctm
tBK,0,17:15,wFK,0,22:00,285,CONFORT_PLUS,115,ctm
tBK,0,18:00,wFK,0,21:15,195,CONFORT_PLUS,115,ctm
tBK,0,19:30,wFK,0,23:30,240,CONFORT,110,ctm
tBK,0,20:30,KAw,1,01:25,295,CONFORT,130,ctm
tBK,0,20:30,wFK,1,00:10,220,CONFORT,110,ctm
tBK,0,23:00,KAw,1,03:30,270,CONFORT,130,ctm
tBK,0,23:00,wFK,1,02:30,210,CONFORT,110,ctm
tBK,0,23:00,wFK,1,02:40,220,CONFORT,110,ctm
tBK,1,06:30,wFK,1,10:15,225,CONFORT,110,ctm
tBK,1,07:30,KAw,1,12:00,270,CONFORT,130,ctm
tBK,1,07:30,wFK,1,11:00,210,CONFORT,110,ctm
tBK,1,10:30,wFK,1,14:00,210,PREMIUM,150,ctm
tBK,1,11:30,KAw,1,16:50,320,CONFORT,130,ctm
tBK,1,11:30,wFK,1,15:45,255,CONFORT,110,ctm
tBK,1,12:15,wFK,1,16:00,225,CONFORT,110,ctm
tBK,1,13:15,wFK,1,17:00,225,CONFORT,110,ctm
tBK,1,15:15,wFK,1,18:50,215,CONFORT_PLUS,115,ctm
tBK,1,15:45,wFK,1,19:15,210,CONFORT,110,ctm
tBK,1,16:30,wFK,1,19:45,195,PREMIUM,150,ctm
tBK,1,17:15,wFK,1,22:00,285,CONFORT_PLUS,115,ctm
tBK,1,18:00,wFK,1,21:15,195,CONFORT_PLUS,115,ctm
tBK,1,19:30,wFK,1,23:30,240,CONFORT,110,ctm
tBK,1,20:30,KAw,2,01:25,295,CONFORT,130,ctm
tBK,1,20:30,wFK,2,00:10,220,CONFORT,110,ctm
tBK,1,23:00,KAw,2,03:30,270,CONFORT,130,ctm
tBK,1,23:00,wFK,2,02:30,210,CONFORT,110,ctm
tBK,1,23:00,wFK,2,02:40,220,CONFORT,110,ctm
tBK,2,06:30,wFK,2,10:15,225,CONFORT,110,ctm
tBK,2,07:30,KAw,2,12:00,270,CONFORT,130,ctm
tBK,2,07:30,wFK,2,11:00,210,CONFORT,110,ctm
tBK,2,10:30,wFK,2,14:00,210,PREMIUM,150,ctm
tBK,2,11:30,KAw,2,16:50,320,CONFORT,130,ctm
tBK,2,11:30,wFK,2,15:45,255,CONFORT,110,ctm
tBK,2,12:15,wFK,2,16:00,225,CONFORT,110,ctm
tBK,2,13:15,wFK,2,17:00,225,CONFORT,110,ctm
tBK,2,15:15,wFK,2,18:50,215,CONFORT_PLUS,115,ctm
tBK,2,15:45,wFK,2,19:15,210,CONFORT,110,ctm
tBK,2,16:30,wFK,2,19:45,195,PREMIUM,150,ctm
tBK,2,17:15,wFK,2,22:00,285,CONFORT_PLUS,115,ctm
tBK,2,18:00,wFK,2,21:15,195,CONFORT_PLUS,115,ctm
tBK,2,19:30,wFK,2,23:30,240,CONFORT,110,ctm
tBK,2,20:30,KAw,3,01:25,295,CONFORT,130,ctm
tBK,2,20:30,wFK,3,00:10,220,CONFORT,110,ctm
tBK,2,23:00,KAw,3,03:30,270,CONFORT,130,ctm
tBK,2,23:00,wFK,3,02:30,210,CONFORT,110,ctm
tBK,2,23:00,wFK,3,02:40,220,CONFORT,110,ctm
tBK,3,06:30,wFK,3,10:15,225,CONFORT,110,ctm
tBK,3,07:30,KAw,3,12:00,270,CONFORT,130,ctm
tBK,3,07:30,wFK,3,11:00,210,CONFORT,110,ctm
tBK,3,10:30,wFK,3,14:00,210,PREMIUM,150,ctm
tBK,3,11:30,KAw,3,16:50,320,CONFORT,130,ctm
tBK,3,11:30,wFK,3,15:45,255,CONFORT,110,ctm
tBK,3,12:15,wFK,3,16:00,225,CONFORT,110,ctm
tBK,3,13:15,wFK,3,17:00,225,CONFORT,110,ctm
tBK,3,15:15,wFK,3,18:50,215,CONFORT_PLUS,115,ctm
tBK,3,15:45,wFK,3,19:15,210,CONFORT,110,ctm
tBK,3,16:30,wFK,3,19:45,195,PREMIUM,150,ctm
tBK,3,17:15,wFK,3,22:00,285,CONFORT_PLUS,115,ctm
tBK,3,18:00,wFK,3,21:15,195,CONFORT_PLUS,115,ctm
tBK,3,19:30,wFK,3,23:30,240,CONFORT,110,ctm
tBK,3,20:30,KAw,4,01:25,295,CONFORT,130,ctm
tBK,3,20:30,wFK,4,00:10,220,CONFORT,110,ctm
tBK,3,23:00,KAw,4,03:30,270,CONFORT,130,ctm
tBK,3,23:00,wFK,4,02:30,210,CONFORT,110,ctm
tBK,3,23:00,wFK,4,02:40,220,CONFORT,110,ctm
tBK,4,06:30,wFK,4,10:15,225,CONFORT,110,ctm
tBK,4,07:30,KAw,4,12:00,270,CONFORT,130,ctm
tBK,4,07:30,wFK,4,11:00,210,CONFORT,110,ctm
tBK,4,10:30,wFK,4,14:00,210,PREMIUM,150,ctm
tBK,4,11:30,KAw,4,16:50,320,CONFORT,130,ctm
tBK,4,11:30,wFK,4,15:45,255,CONFORT,110,ctm
tBK,4,12:15,wFK,4,16:00,225,CONFORT,110,ctm
tBK,4,13:15,wFK,4,17:00,225,CONFORT,110,ctm
tBK,4,15:15,wFK,4,18:50,215,CONFORT_PLUS,115,ctm
tBK,4,15:45,wFK,4,19:15,210,CONFORT,110,ctm
tBK,4,16:30,wFK,4,19:45,195,PREMIUM,150,ctm
tBK,4,17:15,wFK,4,22:00,285,CONFORT_PLUS,115,ctm
tBK,4,18:00,wFK,4,21:15,195,CONFORT_PLUS,115,ctm
tBK,4,19:30,wFK,4,23:30,240,CONFORT,110,ctm
tBK,4,20:30,KAw,5,01:25,295,CONFORT,130,ctm
tBK,4,20:30,wFK,5,00:10,220,CONFORT,110,ctm
tBK,4,23:00,KAw,5,03:30,270,CONFORT,130,ctm
tBK,4,23:00,wFK,5,02:30,210,CONFORT,110,ctm
tBK,4,23:00,wFK,5,02:40,220,CONFORT,110,ctm
tBK,5,06:30,wFK,5,10:15,225,CONFORT,110,ctm
tBK,5,07:30,KAw,5,12:00,270,CONFORT,130,ctm
tBK,5,07:30,wFK,5,11:00,210,CONFORT,110,ctm
tBK,5,10:30,wFK,5,14:00,210,PREMIUM,150,ctm
tBK,5,11:30,KAw,5,16:50,320,CONFORT,130,ctm
tBK,5,11:30,wFK,5,15:45,255,CONFORT,110,ctm
tBK,5,12:15,wFK,5,16:00,225,CONFORT,110,ctm
tBK,5,13:15,wFK,5,17:00,225,CONFORT,110,ctm
tBK,5,15:15,wFK,5,18:50,215,CONFORT_PLUS,115,ctm
tBK,5,15:45,wFK,5,19:15,210,CONFORT,110,ctm
tBK,5,16:30,wFK,5,19:45,195,PREMIUM,150,ctm
tBK,5,17:15,wFK,5,22:00,285,CONFORT_PLUS,115,ctm
tBK,5,18:00,wFK,5,21:15,195,CONFORT_PLUS,115,ctm
tBK,5,19:30,wFK,5,23:30,240,CONFORT,110,ctm
tBK,5,20:30,KAw,6,01:25,295,CONFORT,130,ctm
tBK,5,20:30,wFK,6,00:10,220,CONFORT,110,ctm
tBK,5,23:00,KAw,6,03:30,270,CONFORT,130,ctm
tBK,5,23:00,wFK,6,02:30,210,CONFORT,110,ctm
tBK,5,23:00,wFK,6,02:40,220,CONFORT,110,ctm
tBK,6,06:30,wFK,6,10:15,225,CONFORT,110,ctm
tBK,6,07:30,KAw,6,12:00,270,CONFORT,130,ctm
tBK,6,07:30,wFK,6,11:00,210,CONFORT,110,ctm
tBK,6,10:30,wFK,6,14:00,210,PREMIUM,150,ctm
tBK,6,11:30,KAw,6,16:50,320,CONFORT,130,ctm
tBK,6,11:30,wFK,6,15:45,255,CONFORT,110,ctm
tBK,6,12:15,wFK,6,16:00,225,CONFORT,110,ctm
tBK,6,13:15,wFK,6,17:00,225,CONFORT,110,ctm
tBK,6,15:15,wFK,6,18:50,215,CONFORT_PLUS,115,ctm
tBK,6,15:45,wFK,6,19:15,210,CONFORT,110,ctm
tBK,6,16:30,wFK,6,19:45,195,PREMIUM,150,ctm
tBK,6,17:15,wFK,6,22:00,285,CONFORT_PLUS,115,ctm
tBK,6,18:00,wFK,6,21:15,195,CONFORT_PLUS,115,ctm
tBK,6,19:30,wFK,6,23:30,240,CONFORT,110,ctm
tBK,6,20:30,KAw,0,01:25,295,CONFORT,130,ctm
tBK,6,20:30,wFK,0,00:10,220,CONFORT,110,ctm
tBK,6,23:00,KAw,0,03:30,270,CONFORT,130,ctm
tBK,6,23:00,wFK,0,02:30,210,CONFORT,110,ctm
tBK,6,23:00,wFK,0,02:40,220,CONFORT,110,ctm
e7b,0,11:30,BO4,0,19:15,465,CONFORT,255,ctm
e7b,0,11:50,BO4,0,19:30,460,CONFORT,255,ctm
e7b,0,14:45,BO4,0,22:45,480,CONFORT_PLUS,265,ctm
e7b,0,15:15,BO4,0,23:44,509,CONFORT,255,ctm
e7b,0,16:30,BO4,1,01:00,510,CONFORT_PLUS,265,ctm
e7b,0,18:30,BO4,1,02:00,450,CONFORT,255,ctm
e7b,0,22:30,BO4,1,05:45,435,CONFORT,255,ctm
e7b,1,11:30,BO4,1,19:15,465,CONFORT,255,ctm
e7b,1,11:50,BO4,1,19:30,460,CONFORT,255,ctm
e7b,1,14:45,BO4,1,22:45,480,CONFORT_PLUS,265,ctm
e7b,1,15:15,BO4,1,23:44,509,CONFORT,255,ctm
e7b,1,16:30,BO4,2,01:00,510,CONFORT_PLUS,265,ctm
e7b,1,18:30,BO4,2,02:00,450,CONFORT,255,ctm
e7b,1,22:30,BO4,2,05:45,435,CONFORT,255,ctm
e7b,2,11:30,BO4,2,19:15,465,CONFORT,255,ctm
e7b,2,11:50,BO4,2,19:30,460,CONFORT,255,ctm
e7b,2,14:45,BO4,2,22:45,480,CONFORT_PLUS,265,ctm
e7b,2,15:15,BO4,2,23:44,509,CONFORT,255,ctm
e7b,2,16:30,BO4,3,01:00,510,CONFORT_PLUS,265,ctm
e7b,2,18:30,BO4,3,02:00,450,CONFORT,255,ctm
e7b,2,22:30,BO4,3,05:45,435,CONFORT,255,ctm
e7b,3,11:30,BO4,3,19:15,465,CONFORT,255,ctm
e7b,3,11:50,BO4,3,19:30,460,CONFORT,255,ctm
e7b,3,14:45,BO4,3,22:45,480,CONFORT_PLUS,265,ctm
e7b,3,15:15,BO4,3,23:44,509,CONFORT,255,ctm
e7b,3,16:30,BO4,4,01:00,510,CONFORT_PLUS,265,ctm
e7b,3,18:30,BO4,4,02:00,450,CONFORT,255,ctm
e7b,3,22:30,BO4,4,05:45,435,CONFORT,255,ctm
e7b,4,11:30,BO4,4,19:15,465,CONFORT,255,ctm
e7b,4,11:50,BO4,4,19:30,460,CONFORT,255,ctm
e7b,4,14:45,BO4,4,22:45,480,CONFORT_PLUS,265,ctm
e7b,4,15:15,BO4,4,23:44,509,CONFORT,255,ctm
e7b,4,16:30,BO4,5,01:00,510,CONFORT_PLUS,265,ctm
e7b,4,18:30,BO4,5,02:00,450,CONFORT,255,ctm
e7b,4,22:30,BO4,5,05:45,435,CONFORT,255,ctm
e7b,5,11:30,BO4,5,19:15,465,CONFORT,255,ctm
e7b,5,11:50,BO4,5,19:30,460,CONFORT,255,ctm
e7b,5,14:45,BO4,5,22:45,480,CONFORT_PLUS,265,ctm
e7b,5,15:15,BO4,5,23:44,509,CONFORT,255,ctm
e7b,5,16:30,BO4,6,01:00,510,CONFORT_PLUS,265,ctm
e7b,5,18:30,BO4,6,02:00,450,CONFORT,255,ctm
e7b,5,22:30,BO4,6,05:45,435,CONFORT,255,ctm
e7b,6,11:30,BO4,6,19:15,465,CONFORT,255,ctm
e7b,6,11:50,BO4,6,19:30,460,CONFORT,255,ctm
e7b,6,14:45,BO4,6,22:45,480,CONFORT_PLUS,265,ctm
e7b,6,15:15,BO4,6,23:44,509,CONFORT,255,ctm
e7b,6,16:30,BO4,0,01:00,510,CONFORT_PLUS,265,ctm
e7b,6,18:30,BO4,0,02:00,450,CONFORT,255,ctm
e7b,6,22:30,BO4,0,05:45,435,CONFORT,255,ctm
itC,0,07:00,BO4,0,13:45,405,CONFORT,255,ctm
itC,0,11:30,BO4,0,18:10,400,PREMIUM,300,ctm
itC,0,12:45,BO4,0,19:30,405,CONFORT,255,ctm
itC,0,16:15,BO4,0,23:44,449,CONFORT,255,ctm
itC,0,17:45,BO4,1,01:00,435,CONFORT_PLUS,265,ctm
itC,0,20:00,BO4,1,02:00,360,CONFORT,255,ctm
itC,0,23:20,BO4,1,05:45,385,CONFORT,255,ctm
itC,1,00:14,BO4,1,06:45,391,PREMIUM,300,ctm
itC,1,07:00,BO4,1,13:45,405,CONFORT,255,ctm
itC,1,11:30,BO4,1,18:10,400,PREMIUM,300,ctm
itC,1,12:45,BO4,1,19:30,405,CONFORT,255,ctm
itC,1,16:15,BO4,1,23:44,449,CONFORT,255,ctm
itC,1,17:45,BO4,2,01:00,435,CONFORT_PLUS,265,ctm
itC,1,20:00,BO4,2,02:00,360,CONFORT,255,ctm
itC,1,23:20,BO4,2,05:45,385,CONFORT,255,ctm
itC,2,00:14,BO4,2,06:45,391,PREMIUM,300,ctm
itC,2,07:00,BO4,2,13:45,405,CONFORT,255,ctm
itC,2,11:30,BO4,2,18:10,400,PREMIUM,300,ctm
itC,2,12:45,BO4,2,19:30,405,CONFORT,255,ctm
itC,2,16:15,BO4,2,23:44,449,CONFORT,255,ctm
itC,2,17:45,BO4,3,01:00,435,CONFORT_PLUS,265,ctm
itC,2,20:00,BO4,3,02:00,360,CONFORT,255,ctm
itC,2,23:20,BO4,3,05:45,385,CONFORT,255,ctm
itC,3,00:14,BO4,3,06:45,391,PREMIUM,300,ctm
itC,3,07:00,BO4,3,13:45,405,CONFORT,255,ctm
itC,3,11:30,BO4,3,18:10,400,PREMIUM,300,ctm
itC,3,12:45,BO4,3,19:30,405,CONFORT,255,ctm
itC,3,16:15,BO4,3,23:44,449,CONFORT,255,ctm
itC,3,17:45,BO4,4,01:00,435,CONFORT_PLUS,265,ctm
itC,3,20:00,BO4,4,02:00,360,CONFORT,255,ctm
itC,3,23:20,BO4,4,05:45,385,CONFORT,255,ctm
itC,4,00:14,BO4,4,06:45,391,PREMIUM,300,ctm
itC,4,07:00,BO4,4,13:45,405,CONFORT,255,ctm
itC,4,11:30,BO4,4,18:10,400,PREMIUM,300,ctm
itC,4,12:45,BO4,4,19:30,405,CONFORT,255,ctm
itC,4,16:15,BO4,4,23:44,449,CONFORT,255,ctm
itC,4,17:45,BO4,5,01:00,435,CONFORT_PLUS,265,ctm
itC,4,20:00,BO4,5,02:00,360,CONFORT,255,ctm
itC,4,23:20,BO4,5,05:45,385,CONFORT,255,ctm
itC,5,00:14,BO4,5,06:45,391,PREMIUM,300,ctm
itC,5,07:00,BO4,5,13:45,405,CONFORT,255,ctm
itC,5,11:30,BO4,5,18:10,400,PREMIUM,300,ctm
itC,5,12:45,BO4,5,19:30,405,CONFORT,255,ctm
itC,5,16:15,BO4,5,23:44,449,CONFORT,255,ctm
itC,5,17:45,BO4,6,01:00,435,CONFORT_PLUS,265,ctm
itC,5,20:00,BO4,6,02:00,360,CONFORT,255,ctm
itC,5,23:20,BO4,6,05:45,385,CONFORT,255,ctm
itC,6,00:14,BO4,6,06:45,391,PREMIUM,300,ctm
itC,6,07:00,BO4,6,13:45,405,CONFORT,255,ctm
itC,6,11:30,BO4,6,18:10,400,PREMIUM,300,ctm
itC,6,12:45,BO4,6,19:30,405,CONFORT,255,ctm
itC,6,16:15,BO4,6,23:44,449,CONFORT,255,ctm
itC,6,17:45,BO4,0,01:00,435,CONFORT_PLUS,265,ctm
itC,6,20:00,BO4,0,02:00,360,CONFORT,255,ctm
itC,6,23:20,BO4,0,05:45,385,CONFORT,255,ctm
tBK,0,06:30,BO4,0,13:45,435,CONFORT,255,ctm
tBK,0,11:00,BO4,0,18:10,430,PREMIUM,300,ctm
tBK,0,12:15,BO4,0,19:30,435,CONFORT,255,ctm
tBK,0,15:15,BO4,0,22:45,450,CONFORT_PLUS,265,ctm
tBK,0,15:45,BO4,0,23:44,479,CONFORT,255,ctm
tBK,0,17:15,BO4,1,01:00,465,CONFORT_PLUS,265,ctm
tBK,0,19:30,BO4,1,02:00,390,CONFORT,255,ctm
tBK,0,23:00,BO4,1,05:45,405,CONFORT,255,ctm
tBK,0,23:45,BO4,1,06:45,420,PREMIUM,300,ctm
tBK,1,06:30,BO4,1,13:45,435,CONFORT,255,ctm
tBK,1,11:00,BO4,1,18:10,430,PREMIUM,300,ctm
tBK,1,12:15,BO4,1,19:30,435,CONFORT,255,ctm
tBK,1,15:15,BO4,1,22:45,450,CONFORT_PLUS,265,ctm
tBK,1,15:45,BO4,1,23:44,479,CONFORT,255,ctm
tBK,1,17:15,BO4,2,01:00,465,CONFORT_PLUS,265,ctm
tBK,1,19:30,BO4,2,02:00,390,CONFORT,255,ctm
tBK,1,23:00,BO4,2,05:45,405,CONFORT,255,ctm
tBK,1,23:45,BO4,2,06:45,420,PREMIUM,300,ctm
tBK,2,06:30,BO4,2,13:45,435,CONFORT,255,ctm
tBK,2,11:00,BO4,2,18:10,430,PREMIUM,300,ctm
tBK,2,12:15,BO4,2,19:30,435,CONFORT,255,ctm
tBK,2,15:15,BO4,2,22:45,450,CONFORT_PLUS,265,ctm
tBK,2,15:45,BO4,2,23:44,479,CONFORT,255,ctm
tBK,2,17:15,BO4,3,01:00,465,CONFORT_PLUS,265,ctm
tBK,2,19:30,BO4,3,02:00,390,CONFORT,255,ctm
tBK,2,23:00,BO4,3,05:45,405,CONFORT,255,ctm
tBK,2,23:45,BO4,3,06:45,420,PREMIUM,300,ctm
tBK,3,06:30,BO4,3,13:45,435,CONFORT,255,ctm
tBK,3,11:00,BO4,3,18:10,430,PREMIUM,300,ctm
tBK,3,12:15,BO4,3,19:30,435,CONFORT,255,ctm
tBK,3,15:15,BO4,3,22:45,450,CONFORT_PLUS,265,ctm
tBK,3,15:45,BO4,3,23:44,479,CONFORT,255,ctm
tBK,3,17:15,BO4,4,01:00,465,CONFORT_PLUS,265,ctm
tBK,3,19:30,BO4,4,02:00,390,CONFORT,255,ctm
tBK,3,23:00,BO4,4,05:45,405,CONFORT,255,ctm
tBK,3,23:45,BO4,4,06:45,420,PREMIUM,300,ctm
tBK,4,06:30,BO4,4,13:45,435,CONFORT,255,ctm
tBK,4,11:00,BO4,4,18:10,430,PREMIUM,300,ctm
tBK,4,12:15,BO4,4,19:30,435,CONFORT,255,ctm
tBK,4,15:15,BO4,4,22:45,450,CONFORT_PLUS,265,ctm
tBK,4,15:45,BO4,4,23:44,479,CONFORT,255,ctm
tBK,4,17:15,BO4,5,01:00,465,CONFORT_PLUS,265,ctm
tBK,4,19:30,BO4,5,02:00,390,CONFORT,255,ctm
tBK,4,23:00,BO4,5,05:45,405,CONFORT,255,ctm
tBK,4,23:45,BO4,5,06:45,420,PREMIUM,300,ctm
tBK,5,06:30,BO4,5,13:45,435,CONFORT,255,ctm
tBK,5,11:00,BO4,5,18:10,430,PREMIUM,300,ctm
tBK,5,12:15,BO4,5,19:30,435,CONFORT,255,ctm
tBK,5,15:15,BO4,5,22:45,450,CONFORT_PLUS,265,ctm
tBK,5,15:45,BO4,5,23:44,479,CONFORT,255,ctm
tBK,5,17:15,BO4,6,01:00,465,CONFORT_PLUS,265,ctm
tBK,5,19:30,BO4,6,02:00,390,CONFORT,255,ctm
tBK,5,23:00,BO4,6,05:45,405,CONFORT,255,ctm
tBK,5,23:45,BO4,6,06:45,420,PREMIUM,300,ctm
tBK,6,06:30,BO4,6,13:45,435,CONFORT,255,ctm
tBK,6,11:00,BO4,6,18:10,430,PREMIUM,300,ctm
tBK,6,12:15,BO4,6,19:30,435,CONFORT,255,ctm
tBK,6,15:15,BO4,6,22:45,450,CONFORT_PLUS,265,ctm
tBK,6,15:45,BO4,6,23:44,479,CONFORT,255,ctm
tBK,6,17:15,BO4,0,01:00,465,CONFORT_PLUS,265,ctm
tBK,6,19:30,BO4,0,02:00,390,CONFORT,255,ctm
tBK,6,23:00,BO4,0,05:45,405,CONFORT,255,ctm
tBK,6,23:45,BO4,0,06:45,420,PREMIUM,300,ctm
